Ticker,timestamp,users_holding
SGOV ,2020-05-28 13:06:13,0
SGOV ,2020-05-28 13:40:10,0
SGOV ,2020-05-28 14:40:08,0
SGOV ,2020-05-28 15:40:08,0
SGOV ,2020-05-28 16:40:10,1
SGOV ,2020-05-28 17:40:09,1
SGOV ,2020-05-28 18:40:08,1
SGOV ,2020-05-28 19:40:08,1
SGOV ,2020-05-28 20:40:09,1
SGOV ,2020-05-28 21:40:10,1
SGOV ,2020-05-28 22:40:08,1
SGOV ,2020-05-28 23:40:09,1
SGOV ,2020-05-29 00:40:10,1
SGOV ,2020-05-29 01:40:09,1
SGOV ,2020-05-29 02:40:08,1
SGOV ,2020-05-29 03:40:09,1
SGOV ,2020-05-29 04:40:07,1
SGOV ,2020-05-29 05:40:07,1
SGOV ,2020-05-29 06:40:10,1
SGOV ,2020-05-29 07:40:09,1
SGOV ,2020-05-29 08:40:08,1
SGOV ,2020-05-29 09:48:36,1
SGOV ,2020-05-29 10:40:09,1
SGOV ,2020-05-29 11:40:08,1
SGOV ,2020-05-29 12:40:08,1
SGOV ,2020-05-29 13:40:08,1
SGOV ,2020-05-29 14:40:10,2
SGOV ,2020-05-29 15:40:09,2
SGOV ,2020-05-29 16:40:08,2
SGOV ,2020-05-29 17:40:08,2
SGOV ,2020-05-29 18:40:08,3
SGOV ,2020-05-29 19:40:09,3
SGOV ,2020-05-29 20:40:09,3
SGOV ,2020-05-29 21:40:08,3
SGOV ,2020-05-29 22:40:08,3
SGOV ,2020-05-29 23:40:09,3
SGOV ,2020-05-30 00:40:08,3
SGOV ,2020-05-30 01:40:08,3
SGOV ,2020-05-30 02:40:07,3
SGOV ,2020-05-30 03:40:08,3
SGOV ,2020-05-30 04:40:07,3
SGOV ,2020-05-30 05:40:10,3
SGOV ,2020-05-30 06:40:10,3
SGOV ,2020-05-30 07:40:09,3
SGOV ,2020-05-30 08:40:08,3
SGOV ,2020-05-30 09:40:07,3
SGOV ,2020-05-30 10:40:09,3
SGOV ,2020-05-30 11:40:08,3
SGOV ,2020-05-30 12:40:08,3
SGOV ,2020-05-30 13:40:08,3
SGOV ,2020-05-30 14:40:08,3
SGOV ,2020-05-30 15:40:09,3
SGOV ,2020-05-30 16:40:10,3
SGOV ,2020-05-30 17:40:08,3
SGOV ,2020-05-30 18:40:08,3
SGOV ,2020-05-30 19:40:09,3
SGOV ,2020-05-30 20:40:09,3
SGOV ,2020-05-30 21:40:08,3
SGOV ,2020-05-30 22:40:10,3
SGOV ,2020-05-30 23:40:08,3
SGOV ,2020-05-31 00:40:08,3
SGOV ,2020-05-31 01:40:09,3
SGOV ,2020-05-31 02:40:08,3
SGOV ,2020-05-31 03:40:09,3
SGOV ,2020-05-31 04:40:10,3
SGOV ,2020-05-31 05:40:09,3
SGOV ,2020-05-31 06:40:11,3
SGOV ,2020-05-31 07:40:08,3
SGOV ,2020-05-31 08:40:09,3
SGOV ,2020-05-31 09:40:09,3
SGOV ,2020-05-31 10:40:09,3
SGOV ,2020-05-31 13:07:00,3
SGOV ,2020-05-31 13:12:18,3
SGOV ,2020-06-01 04:41:10,3
SGOV ,2020-06-01 04:41:19,3
SGOV ,2020-06-01 04:41:26,3
SGOV ,2020-06-01 04:41:34,3
SGOV ,2020-06-01 04:41:44,3
SGOV ,2020-06-01 04:41:49,3
SGOV ,2020-06-01 04:41:55,3
SGOV ,2020-06-01 04:42:01,3
SGOV ,2020-06-01 04:42:33,3
SGOV ,2020-06-01 04:42:39,3
SGOV ,2020-06-01 04:43:23,3
SGOV ,2020-06-01 04:43:33,3
SGOV ,2020-06-01 04:44:29,3
